vertex count,edge count,wing count,junction count,supply count,exit count,supply cap,budget used,budget,budget percent,value collected,value total,seed,op count
200,396,2,2,50,2,5,4344,5059,60,114,154,18507,475364
300,594,3,4,50,2,5,3686,4251,35,101,149,18508,383459
300,594,3,4,50,2,5,6178,7287,60,122,149,18508,458296
400,792,4,6,50,2,5,5736,6964,35,88,138,18509,448152
400,792,4,6,50,2,5,9870,11938,60,113,138,18509,592169
200,396,2,2,50,2,5,3237,3952,35,84,151,18510,377809
200,396,2,2,50,2,5,5623,6775,60,109,151,18510,574655
300,594,3,4,50,2,5,4725,6052,35,91,139,18511,425346
300,594,3,4,50,2,5,8235,10375,60,110,139,18511,559750
400,792,4,6,50,2,5,5278,5860,35,102,160,18512,538103
400,792,4,6,50,2,5,8652,10046,60,124,160,18512,660404
200,396,2,2,50,2,5,2191,2554,35,81,133,18513,273449
200,396,2,2,50,2,5,3647,4378,60,100,133,18513,364331
300,594,3,4,50,2,5,2485,2938,35,75,142,18514,314506
300,594,3,4,50,2,5,4300,5036,60,103,142,18514,432092
400,792,4,6,50,2,5,5623,7135,35,89,148,18515,561800
400,792,4,6,50,2,5,9606,12232,60,114,148,18515,784771
200,396,2,2,50,2,5,3065,3563,35,90,158,18516,362134
200,396,2,2,50,2,5,5066,6107,60,125,158,18516,513735
300,594,3,4,50,2,5,6313,7282,35,86,146,18517,438149
300,594,3,4,50,2,5,10643,12484,60,110,146,18517,608557
400,792,4,6,50,2,5,6362,7727,35,86,148,18518,555017
400,792,4,6,50,2,5,10889,13246,60,108,148,18518,755917
200,396,2,2,50,2,5,2155,2662,35,82,156,18519,289176
200,396,2,2,50,2,5,3769,4563,60,108,156,18519,389660
300,594,3,4,50,2,5,4020,5032,35,83,156,18520,413800
300,594,3,4,50,2,5,6872,8626,60,112,156,18520,531531
400,792,4,6,50,2,5,5085,6158,35,86,137,18521,491731
400,792,4,6,50,2,5,8996,10556,60,106,137,18521,652181
200,396,2,2,50,2,5,2453,2929,35,92,151,18522,274458
200,396,2,2,50,2,5,4284,5021,60,120,151,18522,385015
300,594,3,4,50,2,5,2499,2845,35,91,141,18523,297276
300,594,3,4,50,2,5,4214,4877,60,111,141,18523,409102
400,792,4,6,50,2,5,4794,5587,35,91,148,18524,514319
400,792,4,6,50,2,5,8126,9578,60,118,148,18524,711022
200,396,2,2,50,2,5,2436,2716,35,89,152,18525,310047
200,396,2,2,50,2,5,4167,4656,60,116,152,18525,405556
300,594,3,4,50,2,5,7981,9767,35,69,147,18526,604257
300,594,3,4,50,2,5,13748,16744,60,99,147,18526,899119
400,792,4,6,50,2,5,4739,5472,35,83,141,18527,422887
400,792,4,6,50,2,5,7683,9380,60,111,141,18527,582189
200,396,2,2,50,2,5,3626,4398,35,103,164,18528,402929
200,396,2,2,50,2,5,6117,7540,60,128,164,18528,549392
300,594,3,4,50,2,5,7025,8408,35,82,158,18529,587461
300,594,3,4,50,2,5,11983,14414,60,112,158,18529,878074
400,792,4,6,50,2,5,7742,9053,35,82,154,18530,547809
400,792,4,6,50,2,5,13029,15520,60,112,154,18530,764459
200,396,2,2,50,2,5,3036,3750,35,95,148,18531,341205
200,396,2,2,50,2,5,5360,6428,60,119,148,18531,495089
300,594,3,4,50,2,5,2547,2883,35,78,144,18532,305893
300,594,3,4,50,2,5,4251,4942,60,106,144,18532,395733
400,792,4,6,50,2,5,6903,8227,35,63,139,18533,510490
400,792,4,6,50,2,5,11411,14103,60,90,139,18533,703315
200,396,2,2,50,2,5,2419,2745,35,93,149,18534,318578
200,396,2,2,50,2,5,4052,4706,60,116,149,18534,412376
300,594,3,4,50,2,5,5628,6741,35,93,152,18535,401977
300,594,3,4,50,2,5,9662,11556,60,117,152,18535,577433
400,792,4,6,50,2,5,6127,7329,35,104,172,18536,555484
400,792,4,6,50,2,5,10372,12563,60,130,172,18536,759417
200,396,2,2,50,2,5,2558,3064,35,85,153,18537,334463
200,396,2,2,50,2,5,4259,5252,60,111,153,18537,447460
300,594,3,4,50,2,5,4589,5346,35,91,144,18538,426150
300,594,3,4,50,2,5,7773,9164,60,114,144,18538,566338
400,792,4,6,50,2,5,4529,5042,35,92,160,18539,486058
400,792,4,6,50,2,5,7322,8643,60,120,160,18539,581201
200,396,2,2,50,2,5,3637,4364,35,93,149,18540,385670
200,396,2,2,50,2,5,6156,7481,60,117,149,18540,476624
300,594,3,4,50,2,5,1993,2203,35,87,175,18541,274207
300,594,3,4,50,2,5,3424,3776,60,122,175,18541,351123
400,792,4,6,50,2,5,4675,5450,35,100,156,18542,432427
400,792,4,6,50,2,5,7837,9342,60,121,156,18542,549469
200,396,2,2,50,2,5,2420,2770,35,72,134,18543,275651
200,396,2,2,50,2,5,4082,4748,60,98,134,18543,371402
300,594,3,4,50,2,5,5720,7190,35,84,146,18544,447737
300,594,3,4,50,2,5,10284,12326,60,107,146,18544,663635
400,792,4,6,50,2,5,3209,3792,35,89,152,18545,379030
400,792,4,6,50,2,5,5550,6501,60,116,152,18545,479350
200,396,2,2,50,2,5,2846,3301,35,86,147,18546,345259
200,396,2,2,50,2,5,4821,5658,60,112,147,18546,455674
300,594,3,4,50,2,5,5158,5996,35,108,158,18547,490281
300,594,3,4,50,2,5,8596,10278,60,133,158,18547,638648
400,792,4,6,50,2,5,7476,9368,35,84,154,18548,550667
400,792,4,6,50,2,5,13080,16060,60,111,154,18548,797875
200,396,2,2,50,2,5,2225,2650,35,92,153,18549,304681
200,396,2,2,50,2,5,3750,4543,60,115,153,18549,377352
300,594,3,4,50,2,5,4781,5870,35,87,132,18550,466498
300,594,3,4,50,2,5,7985,10063,60,108,132,18550,636938
400,792,4,6,50,2,5,3984,4603,35,90,143,18551,459002
400,792,4,6,50,2,5,6644,7891,60,112,143,18551,554867
200,396,2,2,50,2,5,2423,2967,35,81,158,18552,307726
200,396,2,2,50,2,5,4239,5086,60,110,158,18552,422148
300,594,3,4,50,2,5,4617,5542,35,87,149,18553,436104
300,594,3,4,50,2,5,7776,9500,60,110,149,18553,586729
400,792,4,6,50,2,5,7445,8798,35,85,145,18554,552858
400,792,4,6,50,2,5,12607,15082,60,111,145,18554,787580
200,396,2,2,50,2,5,2775,3547,35,84,149,18555,340154
200,396,2,2,50,2,5,5006,6080,60,109,149,18555,488422
300,594,3,4,50,2,5,3812,4838,35,85,149,18556,382590
300,594,3,4,50,2,5,6381,8294,60,112,149,18556,534278
400,792,4,6,50,2,5,8699,10354,35,84,153,18557,680440
400,792,4,6,50,2,5,15367,17749,60,111,153,18557,1048434
200,396,2,2,50,2,5,2192,2624,35,95,159,18558,305159
200,396,2,2,50,2,5,3663,4498,60,127,159,18558,377377
300,594,3,4,50,2,5,2602,3090,35,88,144,18559,297773
300,594,3,4,50,2,5,4443,5297,60,110,144,18559,432293
400,792,4,6,50,2,5,7426,8800,35,66,145,18560,547542
400,792,4,6,50,2,5,12423,15086,60,95,145,18560,744598
200,396,2,2,50,2,5,2953,3543,35,89,152,18561,377717
200,396,2,2,50,2,5,4947,6074,60,113,152,18561,506939
300,594,3,4,50,2,5,2754,3452,35,87,143,18562,328586
300,594,3,4,50,2,5,5042,5918,60,112,143,18562,466273
400,792,4,6,50,2,5,5908,6863,35,97,149,18563,534125
400,792,4,6,50,2,5,9925,11765,60,118,149,18563,706460
200,396,2,2,50,2,5,3228,3668,35,94,154,18564,406016
200,396,2,2,50,2,5,5235,6289,60,119,154,18564,515269
300,594,3,4,50,2,5,7195,8745,35,94,166,18565,462509
300,594,3,4,50,2,5,12770,14992,60,127,166,18565,673165
400,792,4,6,50,2,5,4924,6021,35,87,141,18566,458328
400,792,4,6,50,2,5,8709,10322,60,110,141,18566,611022
200,396,2,2,50,2,5,3453,4181,35,78,143,18567,389089
200,396,2,2,50,2,5,5886,7168,60,103,143,18567,535151
300,594,3,4,50,2,5,5336,6032,35,90,158,18568,394942
300,594,3,4,50,2,5,8732,10340,60,116,158,18568,508354
400,792,4,6,50,2,5,4712,5756,35,97,163,18569,481369
400,792,4,6,50,2,5,8233,9868,60,124,163,18569,673264
200,396,2,2,50,2,5,3508,4068,35,76,150,18570,364441
200,396,2,2,50,2,5,6080,6974,60,107,150,18570,544028
300,594,3,4,50,2,5,6162,7327,35,95,172,18571,462377
300,594,3,4,50,2,5,10166,12561,60,127,172,18571,618723
400,792,4,6,50,2,5,5153,5974,35,86,152,18572,468277
400,792,4,6,50,2,5,8626,10241,60,114,152,18572,600773
200,396,2,2,50,2,5,2101,2404,35,90,156,18573,276450
200,396,2,2,50,2,5,3406,4121,60,121,156,18573,347248
300,594,3,4,50,2,5,6361,7807,35,90,149,18574,533694
300,594,3,4,50,2,5,11130,13383,60,116,149,18574,780365
400,792,4,6,50,2,5,7305,8693,35,102,148,18575,585016
400,792,4,6,50,2,5,12013,14902,60,124,148,18575,759594
200,396,2,2,50,2,5,2728,3238,35,82,143,18576,310820
200,396,2,2,50,2,5,4787,5550,60,109,143,18576,434514
300,594,3,4,50,2,5,3855,4370,35,95,157,18577,396827
300,594,3,4,50,2,5,6229,7492,60,125,157,18577,493819
400,792,4,6,50,2,5,5166,6040,35,99,148,18578,488967
400,792,4,6,50,2,5,8284,10355,60,119,148,18578,636034
200,396,2,2,50,2,5,2323,2609,35,74,142,18579,295250
200,396,2,2,50,2,5,3739,4473,60,105,142,18579,373490
300,594,3,4,50,2,5,4258,5167,35,94,149,18580,442842
300,594,3,4,50,2,5,7393,8857,60,117,149,18580,603963
400,792,4,6,50,2,5,4484,5181,35,102,154,18581,432151
400,792,4,6,50,2,5,7498,8882,60,125,154,18581,567758
200,396,2,2,50,2,5,2912,3509,35,92,149,18582,343864
200,396,2,2,50,2,5,5067,6015,60,117,149,18582,434829
300,594,3,4,50,2,5,4900,6155,35,94,153,18583,399929
300,594,3,4,50,2,5,8266,10551,60,118,153,18583,525336
400,792,4,6,50,2,5,6479,7714,35,80,144,18584,518387
400,792,4,6,50,2,5,10875,13223,60,105,144,18584,682551
200,396,2,2,50,2,5,2284,2856,35,84,148,18585,289054
200,396,2,2,50,2,5,4088,4896,60,114,148,18585,407186
300,594,3,4,50,2,5,4885,5756,35,99,145,18586,464635
300,594,3,4,50,2,5,8218,9867,60,119,145,18586,615787
400,792,4,6,50,2,5,4371,4985,35,87,149,18587,429254
400,792,4,6,50,2,5,7405,8545,60,114,149,18587,571937
200,396,2,2,50,2,5,1839,2224,35,94,163,18588,270467
200,396,2,2,50,2,5,3231,3813,60,122,163,18588,357535
300,594,3,4,50,2,5,5971,7487,35,75,149,18589,462358
300,594,3,4,50,2,5,10086,12834,60,104,149,18589,649841
400,792,4,6,50,2,5,6141,6885,35,112,166,18590,539990
400,792,4,6,50,2,5,9901,11802,60,134,166,18590,737196
200,396,2,2,50,2,5,2307,2847,35,83,153,18591,318298
200,396,2,2,50,2,5,3982,4880,60,110,153,18591,418827
300,594,3,4,50,2,5,4391,5091,35,75,146,18592,372307
300,594,3,4,50,2,5,7107,8728,60,106,146,18592,495602
400,792,4,6,50,2,5,6364,7456,35,94,157,18593,471813
400,792,4,6,50,2,5,10766,12782,60,124,157,18593,661640
200,396,2,2,50,2,5,2347,2801,35,92,172,18594,297126
200,396,2,2,50,2,5,4121,4802,60,125,172,18594,404503
300,594,3,4,50,2,5,5516,6894,35,70,145,18595,419106
300,594,3,4,50,2,5,9304,11818,60,96,145,18595,559590
400,792,4,6,50,2,5,5546,6552,35,79,132,18596,491598
400,792,4,6,50,2,5,9177,11231,60,104,132,18596,600401
200,396,2,2,50,2,5,3057,3529,35,96,155,18597,340636
200,396,2,2,50,2,5,5112,6049,60,121,155,18597,439614
300,594,3,4,50,2,5,4857,5889,35,70,154,18598,413973
300,594,3,4,50,2,5,8613,10096,60,100,154,18598,561730
400,792,4,6,50,2,5,8236,9826,35,90,159,18599,649707
400,792,4,6,50,2,5,13824,16845,60,120,159,18599,929978
200,396,2,2,50,2,5,2439,2968,35,85,165,18600,329971
200,396,2,2,50,2,5,4211,5089,60,118,165,18600,466920
300,594,3,4,50,2,5,5054,5850,35,85,151,18601,343059
300,594,3,4,50,2,5,8285,10028,60,115,151,18601,452590
400,792,4,6,50,2,5,5657,6608,35,83,137,18602,513174
400,792,4,6,50,2,5,9289,11327,60,110,137,18602,718729
200,396,2,2,50,2,5,2869,3271,35,96,144,18603,337747
200,396,2,2,50,2,5,4727,5608,60,119,144,18603,458521
300,594,3,4,50,2,5,4821,5572,35,80,138,18604,362006
300,594,3,4,50,2,5,8048,9552,60,102,138,18604,480798
400,792,4,6,50,2,5,6563,8049,35,86,147,18605,474244
400,792,4,6,50,2,5,11258,13798,60,113,147,18605,649132
200,396,2,2,50,2,5,2075,2311,35,70,134,18606,260391
200,396,2,2,50,2,5,3577,3961,60,96,134,18606,360176
300,594,3,4,50,2,5,6225,7226,35,85,142,18607,509637
300,594,3,4,50,2,5,10516,12388,60,108,142,18607,678261
400,792,4,6,50,2,5,6003,7168,35,94,147,18608,499539
400,792,4,6,50,2,5,10263,12289,60,117,147,18608,703266
200,396,2,2,50,2,5,1853,2203,35,91,164,18609,272144
200,396,2,2,50,2,5,3285,3776,60,123,164,18609,358905
300,594,3,4,50,2,5,5551,6890,35,72,149,18610,455930
300,594,3,4,50,2,5,9709,11812,60,101,149,18610,654541
400,792,4,6,50,2,5,4932,5905,35,83,139,18611,446398
400,792,4,6,50,2,5,8169,10123,60,107,139,18611,616318
200,396,2,2,50,2,5,2851,3353,35,83,142,18612,334080
200,396,2,2,50,2,5,4732,5748,60,105,142,18612,456775
300,594,3,4,50,2,5,3708,4213,35,89,152,18613,332914
300,594,3,4,50,2,5,6307,7223,60,120,152,18613,433882
400,792,4,6,50,2,5,6130,7790,35,76,143,18614,549093
400,792,4,6,50,2,5,10696,13354,60,99,143,18614,760917
200,396,2,2,50,2,5,2552,2958,35,98,166,18615,320722
200,396,2,2,50,2,5,4228,5070,60,126,166,18615,441525
300,594,3,4,50,2,5,3142,3849,35,92,165,18616,397863
300,594,3,4,50,2,5,5434,6598,60,119,165,18616,567725
400,792,4,6,50,2,5,5254,5961,35,107,168,18617,556503
400,792,4,6,50,2,5,8280,10219,60,133,168,18617,698811
200,396,2,2,50,2,5,2240,2757,35,84,143,18618,297269
200,396,2,2,50,2,5,3671,4726,60,108,143,18618,372929
300,594,3,4,50,2,5,2317,2749,35,89,148,18619,303399
300,594,3,4,50,2,5,3927,4713,60,117,148,18619,391077
400,792,4,6,50,2,5,3993,4753,35,88,153,18620,372218
400,792,4,6,50,2,5,6732,8147,60,113,153,18620,514819
200,396,2,2,50,2,5,3639,4337,35,90,147,18621,400426
200,396,2,2,50,2,5,5921,7435,60,118,147,18621,553546
300,594,3,4,50,2,5,3664,4318,35,87,137,18622,389132
300,594,3,4,50,2,5,6133,7402,60,107,137,18622,527926
400,792,4,6,50,2,5,4562,5417,35,88,156,18623,413557
400,792,4,6,50,2,5,7748,9286,60,114,156,18623,518250
200,396,2,2,50,2,5,2511,3029,35,87,169,18624,347241
200,396,2,2,50,2,5,4356,5192,60,117,169,18624,472245
300,594,3,4,50,2,5,5014,5934,35,81,145,18625,416791
300,594,3,4,50,2,5,8537,10173,60,110,145,18625,532512
400,792,4,6,50,2,5,10862,12564,35,71,148,18626,828146
400,792,4,6,50,2,5,18323,21538,60,99,148,18626,1290139
200,396,2,2,50,2,5,2235,2611,35,85,143,18627,287945
200,396,2,2,50,2,5,3729,4477,60,112,143,18627,392398
300,594,3,4,50,2,5,3265,3846,35,84,141,18628,367873
300,594,3,4,50,2,5,5604,6593,60,107,141,18628,500763
400,792,4,6,50,2,5,4444,5259,35,107,168,18629,447449
400,792,4,6,50,2,5,7645,9015,60,130,168,18629,548833
200,396,2,2,50,2,5,3175,3777,35,104,173,18630,401774
200,396,2,2,50,2,5,5347,6475,60,134,173,18630,550275
300,594,3,4,50,2,5,4724,5837,35,98,161,18631,482661
300,594,3,4,50,2,5,8176,10006,60,125,161,18631,695140
400,792,4,6,50,2,5,6599,7831,35,97,154,18632,472890
400,792,4,6,50,2,5,11351,13424,60,122,154,18632,690755
200,396,2,2,50,2,5,2329,2807,35,78,153,18633,307770
200,396,2,2,50,2,5,3944,4812,60,107,153,18633,390470
300,594,3,4,50,2,5,4631,5380,35,100,156,18634,469000
300,594,3,4,50,2,5,8026,9223,60,119,156,18634,605955
400,792,4,6,50,2,5,5005,5751,35,91,159,18635,466752
400,792,4,6,50,2,5,8521,9858,60,119,159,18635,626353
200,396,2,2,50,2,5,3333,4091,35,92,154,18636,371172
200,396,2,2,50,2,5,5770,7013,60,117,154,18636,511771
300,594,3,4,50,2,5,2517,2857,35,90,146,18637,297083
300,594,3,4,50,2,5,4405,4898,60,116,146,18637,392114
400,792,4,6,50,2,5,3888,4443,35,82,145,18638,388859
400,792,4,6,50,2,5,6436,7616,60,107,145,18638,562142
200,396,2,2,50,2,5,3174,4007,35,90,141,18639,374432
200,396,2,2,50,2,5,5607,6869,60,114,141,18639,492240
300,594,3,4,50,2,5,4142,4941,35,79,153,18640,387099
300,594,3,4,50,2,5,7173,8470,60,110,153,18640,517522
400,792,4,6,50,2,5,7257,8853,35,99,136,18641,601704
400,792,4,6,50,2,5,12147,15176,60,113,136,18641,897417
200,396,2,2,50,2,5,2689,3149,35,86,157,18642,315653
200,396,2,2,50,2,5,4478,5398,60,114,157,18642,412839
300,594,3,4,50,2,5,5272,6443,35,82,155,18643,442411
300,594,3,4,50,2,5,9010,11045,60,112,155,18643,604565
400,792,4,6,50,2,5,5469,6143,35,103,149,18644,513927
400,792,4,6,50,2,5,9082,10531,60,122,149,18644,688961
200,396,2,2,50,2,5,3555,4337,35,95,160,18645,370061
200,396,2,2,50,2,5,6196,7435,60,119,160,18645,541646
300,594,3,4,50,2,5,5653,6447,35,75,141,18646,430243
300,594,3,4,50,2,5,9257,11053,60,102,141,18646,565404
400,792,4,6,50,2,5,6900,8094,35,77,135,18647,505530
400,792,4,6,50,2,5,11458,13876,60,103,135,18647,693879
200,396,2,2,50,2,5,2402,2966,35,104,146,18648,284940
200,396,2,2,50,2,5,4104,5084,60,125,146,18648,380105
300,594,3,4,50,2,5,2430,2811,35,102,158,18649,301660
300,594,3,4,50,2,5,4346,4819,60,127,158,18649,413061
400,792,4,6,50,2,5,5907,6734,35,102,158,18650,557028
400,792,4,6,50,2,5,9753,11544,60,129,158,18650,727010
200,396,2,2,50,2,5,2020,2507,35,73,139,18651,275118
200,396,2,2,50,2,5,3601,4298,60,99,139,18651,373904
300,594,3,4,50,2,5,4725,5829,35,64,140,18652,427433
300,594,3,4,50,2,5,8101,9993,60,93,140,18652,614197
400,792,4,6,50,2,5,7620,9011,35,94,153,18653,611360
400,792,4,6,50,2,5,12646,15447,60,117,153,18653,834862
200,396,2,2,50,2,5,1966,2220,35,72,130,18654,251812
200,396,2,2,50,2,5,3328,3805,60,97,130,18654,329424
300,594,3,4,50,2,5,4507,5184,35,85,146,18655,375723
300,594,3,4,50,2,5,7561,8887,60,111,146,18655,479321
400,792,4,6,50,2,5,5533,6699,35,86,147,18656,500114
400,792,4,6,50,2,5,9522,11484,60,110,147,18656,736311
200,396,2,2,50,2,5,2290,2838,35,98,167,18657,321499
200,396,2,2,50,2,5,4044,4865,60,127,167,18657,428242
300,594,3,4,50,2,5,4871,5918,35,101,153,18658,480896
300,594,3,4,50,2,5,8151,10145,60,123,153,18658,628837
400,792,4,6,50,2,5,4596,5351,35,80,143,18659,420612
400,792,4,6,50,2,5,7816,9173,60,108,143,18659,607034
200,396,2,2,50,2,5,2528,2979,35,99,168,18660,308053
200,396,2,2,50,2,5,4362,5106,60,127,168,18660,425023
300,594,3,4,50,2,5,6410,7894,35,77,143,18661,503673
300,594,3,4,50,2,5,10945,13532,60,105,143,18661,711127
400,792,4,6,50,2,5,7422,9279,35,77,128,18662,500950
400,792,4,6,50,2,5,12589,15907,60,99,128,18662,698060
200,396,2,2,50,2,5,2182,2691,35,84,151,18663,288917
200,396,2,2,50,2,5,3891,4613,60,113,151,18663,378527
300,594,3,4,50,2,5,2971,3554,35,101,156,18664,383331
300,594,3,4,50,2,5,5116,6092,60,125,156,18664,500789
400,792,4,6,50,2,5,4861,5772,35,85,137,18665,451916
400,792,4,6,50,2,5,8158,9895,60,109,137,18665,607470
200,396,2,2,50,2,5,1852,2203,35,85,152,18666,280639
200,396,2,2,50,2,5,3038,3776,60,113,152,18666,336559
300,594,3,4,50,2,5,4087,4858,35,87,136,18667,448946
300,594,3,4,50,2,5,6735,8328,60,109,136,18667,615220
400,792,4,6,50,2,5,9092,11062,35,81,145,18668,619908
400,792,4,6,50,2,5,15835,18964,60,108,145,18668,989673
200,396,2,2,50,2,5,2384,2857,35,72,135,18669,273685
200,396,2,2,50,2,5,4059,4897,60,98,135,18669,413839
300,594,3,4,50,2,5,6996,8407,35,69,146,18670,647709
300,594,3,4,50,2,5,12164,14411,60,98,146,18670,961901
400,792,4,6,50,2,5,8542,10554,35,83,138,18671,636925
400,792,4,6,50,2,5,14633,18092,60,106,138,18671,917439
200,396,2,2,50,2,5,2270,2667,35,87,148,18672,275126
200,396,2,2,50,2,5,3879,4571,60,115,148,18672,362297
300,594,3,4,50,2,5,2662,3221,35,85,158,18673,345997
300,594,3,4,50,2,5,4381,5521,60,112,158,18673,451749
400,792,4,6,50,2,5,4766,5336,35,100,160,18674,432369
400,792,4,6,50,2,5,7893,9148,60,126,160,18674,548036
200,396,2,2,50,2,5,3535,3832,35,96,160,18675,373292
200,396,2,2,50,2,5,5826,6569,60,128,160,18675,573657
300,594,3,4,50,2,5,3417,3995,35,106,177,18676,386643
300,594,3,4,50,2,5,5598,6849,60,137,177,18676,467593
400,792,4,6,50,2,5,4764,5768,35,89,148,18677,439089
400,792,4,6,50,2,5,7978,9889,60,115,148,18677,574090
200,396,2,2,50,2,5,2840,3500,35,88,153,18678,359626
200,396,2,2,50,2,5,4849,6001,60,113,153,18678,490838
300,594,3,4,50,2,5,3186,3708,35,92,147,18679,387248
300,594,3,4,50,2,5,5610,6357,60,117,147,18679,556845
400,792,4,6,50,2,5,5020,5937,35,100,165,18680,515506
400,792,4,6,50,2,5,8391,10178,60,128,165,18680,627072
200,396,2,2,50,2,5,2892,3547,35,83,153,18681,381375
200,396,2,2,50,2,5,5059,6081,60,109,153,18681,494075
300,594,3,4,50,2,5,2445,2870,35,81,141,18682,291484
300,594,3,4,50,2,5,4226,4920,60,105,141,18682,393041
400,792,4,6,50,2,5,5292,6091,35,97,153,18683,397828
400,792,4,6,50,2,5,8758,10442,60,124,153,18683,504663
200,396,2,2,50,2,5,2484,2871,35,76,135,18684,296097
200,396,2,2,50,2,5,4223,4921,60,100,135,18684,396795
300,594,3,4,50,2,5,2132,2327,35,82,155,18685,295439
300,594,3,4,50,2,5,3668,3989,60,111,155,18685,409216
400,792,4,6,50,2,5,5147,6229,35,79,138,18686,466048
400,792,4,6,50,2,5,8950,10678,60,103,138,18686,637588
200,396,2,2,50,2,5,1685,1942,35,85,166,18687,259702
200,396,2,2,50,2,5,2854,3329,60,121,166,18687,334034
300,594,3,4,50,2,5,4954,5746,35,87,148,18688,410652
300,594,3,4,50,2,5,8217,9851,60,112,148,18688,539044
400,792,4,6,50,2,5,4325,5266,35,87,151,18689,423013
400,792,4,6,50,2,5,7469,9027,60,111,151,18689,587816
200,396,2,2,50,2,5,3325,3760,35,84,145,18690,381195
200,396,2,2,50,2,5,5596,6446,60,113,145,18690,533665
300,594,3,4,50,2,5,4080,5083,35,86,164,18691,355270
300,594,3,4,50,2,5,7343,8714,60,117,164,18691,475535
400,792,4,6,50,2,5,4575,5266,35,98,155,18692,459918
400,792,4,6,50,2,5,7548,9028,60,120,155,18692,571612
200,396,2,2,50,2,5,2582,3073,35,89,155,18693,336765
200,396,2,2,50,2,5,4415,5268,60,117,155,18693,455311
300,594,3,4,50,2,5,3942,4702,35,91,148,18694,307439
300,594,3,4,50,2,5,6853,8060,60,111,148,18694,412633
400,792,4,6,50,2,5,4089,4778,35,95,145,18695,446514
400,792,4,6,50,2,5,6985,8191,60,118,145,18695,601106
200,396,2,2,50,2,5,3317,4053,35,84,154,18696,382270
200,396,2,2,50,2,5,5805,6948,60,111,154,18696,536416
300,594,3,4,50,2,5,2392,2864,35,85,157,18697,312649
300,594,3,4,50,2,5,4106,4910,60,114,157,18697,411174
400,792,4,6,50,2,5,7160,7996,35,84,127,18698,586698
400,792,4,6,50,2,5,12033,13708,60,104,127,18698,802997
200,396,2,2,50,2,5,2025,2270,35,86,149,18699,264291
200,396,2,2,50,2,5,3291,3892,60,115,149,18699,344446
300,594,3,4,50,2,5,3966,4944,35,90,147,18700,421794
300,594,3,4,50,2,5,6871,8475,60,112,147,18700,573007
400,792,4,6,50,2,5,6122,7239,35,93,157,18701,510400
400,792,4,6,50,2,5,10029,12409,60,119,157,18701,684564
200,396,2,2,50,2,5,3036,3695,35,90,143,18702,370452
200,396,2,2,50,2,5,5424,6335,60,113,143,18702,523528
300,594,3,4,50,2,5,2952,3442,35,76,142,18703,319801
300,594,3,4,50,2,5,4822,5900,60,101,142,18703,405027
400,792,4,6,50,2,5,7044,7939,35,110,161,18704,572871
400,792,4,6,50,2,5,11081,13609,60,130,161,18704,686112
200,396,2,2,50,2,5,3955,4580,35,92,153,18705,427132
200,396,2,2,50,2,5,6834,7851,60,121,153,18705,637727
300,594,3,4,50,2,5,3119,3753,35,91,156,18706,365107
300,594,3,4,50,2,5,5446,6434,60,122,156,18706,490814
400,792,4,6,50,2,5,4145,5045,35,87,156,18707,475487
400,792,4,6,50,2,5,7051,8648,60,113,156,18707,640299
200,396,2,2,50,2,5,2711,3199,35,89,141,18708,307425
200,396,2,2,50,2,5,4525,5484,60,111,141,18708,398501
300,594,3,4,50,2,5,2128,2628,35,73,135,18709,271186
300,594,3,4,50,2,5,3695,4505,60,99,135,18709,380363
400,792,4,6,50,2,5,9974,12121,35,88,156,18710,588859
400,792,4,6,50,2,5,17459,20778,60,117,156,18710,867402
200,396,2,2,50,2,5,3574,4313,35,82,145,18711,410724
200,396,2,2,50,2,5,6050,7394,60,109,145,18711,526995
300,594,3,4,50,2,5,7467,9201,35,88,151,18712,564738
300,594,3,4,50,2,5,12899,15773,60,113,151,18712,814308
400,792,4,6,50,2,5,4199,4886,35,103,163,18713,470460
400,792,4,6,50,2,5,7248,8375,60,131,163,18713,631659
200,396,2,2,50,2,5,1999,2292,35,85,153,18714,268984
200,396,2,2,50,2,5,3420,3929,60,112,153,18714,349474
300,594,3,4,50,2,5,5072,5945,35,75,142,18715,427071
300,594,3,4,50,2,5,8368,10192,60,105,142,18715,569515
400,792,4,6,50,2,5,4404,5187,35,94,168,18716,485428
400,792,4,6,50,2,5,7599,8892,60,127,168,18716,650600
200,396,2,2,50,2,5,2310,2699,35,84,135,18717,281503
200,396,2,2,50,2,5,3909,4627,60,105,135,18717,363224
300,594,3,4,50,2,5,2059,2329,35,82,145,18718,275719
300,594,3,4,50,2,5,3481,3993,60,109,145,18718,345140
400,792,4,6,50,2,5,3641,4127,35,92,163,18719,350879
400,792,4,6,50,2,5,6253,7075,60,123,163,18719,495595
200,396,2,2,50,2,5,2583,3103,35,97,156,18720,298897
200,396,2,2,50,2,5,4414,5320,60,122,156,18720,410941
300,594,3,4,50,2,5,3067,3724,35,94,152,18721,380106
300,594,3,4,50,2,5,5417,6384,60,122,152,18721,559844
400,792,4,6,50,2,5,7032,8849,35,87,149,18722,646799
400,792,4,6,50,2,5,12607,15169,60,114,149,18722,940349
200,396,2,2,50,2,5,3984,4794,35,92,148,18723,436824
200,396,2,2,50,2,5,7013,8218,60,114,148,18723,652607
300,594,3,4,50,2,5,5184,6291,35,82,166,18724,437043
300,594,3,4,50,2,5,9036,10784,60,113,166,18724,593464
