vertex count,edge count,wing count,junction count,supply count,exit count,supply cap,budget used,budget,budget percent,value collected,value total,seed,op count
300,594,3,4,50,2,5,5792,7079,35,82,152,11644,518983
300,594,3,4,50,2,5,9824,12135,60,110,152,11644,716087
400,792,4,6,50,2,5,10240,12589,35,82,155,11645,842104
400,792,4,6,50,2,5,17306,21581,60,113,155,11645,1228514
200,396,2,2,50,2,5,2638,3206,35,90,150,11646,321344
200,396,2,2,50,2,5,4487,5495,60,115,150,11646,403491
300,594,3,4,50,2,5,5389,6894,35,80,171,11647,496825
300,594,3,4,50,2,5,9268,11818,60,117,171,11647,721135
400,792,4,6,50,2,5,4837,5455,35,92,169,11648,508304
400,792,4,6,50,2,5,7807,9352,60,123,169,11648,684725
200,396,2,2,50,2,5,2876,3458,35,80,139,11649,351608
200,396,2,2,50,2,5,4912,5927,60,103,139,11649,501093
300,594,3,4,50,2,5,3901,4530,35,86,144,11650,402301
300,594,3,4,50,2,5,6263,7766,60,111,144,11650,525434
400,792,4,6,50,2,5,3766,4347,35,97,170,11651,366206
400,792,4,6,50,2,5,6235,7453,60,124,170,11651,450637
200,396,2,2,50,2,5,2621,2970,35,84,155,11652,314259
200,396,2,2,50,2,5,4185,5092,60,113,155,11652,406803
300,594,3,4,50,2,5,2794,3463,35,89,152,11653,366652
300,594,3,4,50,2,5,4988,5936,60,114,152,11653,499320
400,792,4,6,50,2,5,5078,5906,35,80,147,11654,468408
400,792,4,6,50,2,5,8621,10124,60,103,147,11654,660822
200,396,2,2,50,2,5,2544,3018,35,90,159,11655,322766
200,396,2,2,50,2,5,4634,5174,60,118,159,11655,446824
300,594,3,4,50,2,5,2693,3081,35,72,152,11656,358469
300,594,3,4,50,2,5,4500,5282,60,98,152,11656,503528
400,792,4,6,50,2,5,9090,10674,35,79,154,11657,694562
400,792,4,6,50,2,5,15637,18298,60,108,154,11657,1052537
200,396,2,2,50,2,5,2771,3284,35,95,152,11658,344986
200,396,2,2,50,2,5,4711,5630,60,117,152,11658,446568
300,594,3,4,50,2,5,4639,5436,35,91,156,11659,472918
300,594,3,4,50,2,5,7957,9319,60,120,156,11659,632062
400,792,4,6,50,2,5,5571,6668,35,91,156,11660,521523
400,792,4,6,50,2,5,9415,11431,60,120,156,11660,674205
200,396,2,2,50,2,5,3403,4108,35,97,153,11661,365066
200,396,2,2,50,2,5,5825,7042,60,121,153,11661,492651
300,594,3,4,50,2,5,3354,3547,35,81,149,11662,381206
300,594,3,4,50,2,5,5441,6080,60,109,149,11662,497034
400,792,4,6,50,2,5,3426,3855,35,94,148,11663,353919
400,792,4,6,50,2,5,5692,6608,60,120,148,11663,493875
200,396,2,2,50,2,5,2743,3144,35,91,169,11664,319794
200,396,2,2,50,2,5,4643,5389,60,123,169,11664,438214
300,594,3,4,50,2,5,5048,5843,35,67,139,11665,462047
300,594,3,4,50,2,5,8453,10016,60,95,139,11665,632504
400,792,4,6,50,2,5,6758,8482,35,77,154,11666,553155
400,792,4,6,50,2,5,11859,14541,60,105,154,11666,767121
200,396,2,2,50,2,5,2188,2716,35,86,150,11667,292963
200,396,2,2,50,2,5,4003,4655,60,111,150,11667,408684
300,594,3,4,50,2,5,3488,3928,35,98,170,11668,389145
300,594,3,4,50,2,5,5867,6733,60,123,170,11668,501776
400,792,4,6,50,2,5,5821,6856,35,86,149,11669,504682
400,792,4,6,50,2,5,9665,11753,60,110,149,11669,685061
200,396,2,2,50,2,5,3091,3797,35,74,141,11670,363658
200,396,2,2,50,2,5,5430,6509,60,100,141,11670,532470
300,594,3,4,50,2,5,5373,6265,35,87,139,11671,543597
300,594,3,4,50,2,5,8940,10740,60,109,139,11671,723081
400,792,4,6,50,2,5,5291,6200,35,89,145,11672,568410
400,792,4,6,50,2,5,8784,10628,60,111,145,11672,746454
200,396,2,2,50,2,5,2239,2670,35,80,143,11673,289878
200,396,2,2,50,2,5,4100,4577,60,107,143,11673,389191
300,594,3,4,50,2,5,2614,2997,35,77,154,11674,357036
300,594,3,4,50,2,5,4193,5138,60,106,154,11674,445245
400,792,4,6,50,2,5,7324,8675,35,71,136,11675,641483
400,792,4,6,50,2,5,12532,14872,60,99,136,11675,904213
200,396,2,2,50,2,5,2568,3106,35,83,168,11676,319305
200,396,2,2,50,2,5,4593,5325,60,118,168,11676,451550
300,594,3,4,50,2,5,3433,4045,35,82,159,11677,395736
300,594,3,4,50,2,5,5861,6935,60,113,159,11677,543414
400,792,4,6,50,2,5,8022,9408,35,95,157,11678,633733
400,792,4,6,50,2,5,13512,16128,60,119,157,11678,859554
200,396,2,2,50,2,5,2675,3260,35,78,143,11679,330921
200,396,2,2,50,2,5,4614,5589,60,107,143,11679,438681
300,594,3,4,50,2,5,2633,3208,35,90,151,11680,359068
300,594,3,4,50,2,5,4572,5500,60,114,151,11680,471183
400,792,4,6,50,2,5,5678,6637,35,117,180,11681,606061
400,792,4,6,50,2,5,9271,11378,60,140,180,11681,747996
200,396,2,2,50,2,5,2988,3402,35,96,159,11682,342625
200,396,2,2,50,2,5,4866,5831,60,125,159,11682,440369
300,594,3,4,50,2,5,2655,3038,35,95,158,11683,337363
300,594,3,4,50,2,5,4424,5207,60,121,158,11683,417145
400,792,4,6,50,2,5,6583,8348,35,113,172,11684,565129
400,792,4,6,50,2,5,11206,14310,60,139,172,11684,746124
200,396,2,2,50,2,5,2812,3166,35,93,156,11685,319041
200,396,2,2,50,2,5,4675,5428,60,119,156,11685,398857
300,594,3,4,50,2,5,5604,7094,35,84,161,11686,492366
300,594,3,4,50,2,5,9430,12161,60,114,161,11686,653193
400,792,4,6,50,2,5,3998,4652,35,80,148,11687,487328
400,792,4,6,50,2,5,6641,7974,60,109,148,11687,659244
200,396,2,2,50,2,5,3483,4374,35,85,148,11688,410972
200,396,2,2,50,2,5,6062,7498,60,109,148,11688,583352
300,594,3,4,50,2,5,4869,5789,35,72,146,11689,413571
300,594,3,4,50,2,5,7948,9925,60,102,146,11689,567149
400,792,4,6,50,2,5,5515,6669,35,81,150,11690,447883
400,792,4,6,50,2,5,9469,11432,60,110,150,11690,610040
200,396,2,2,50,2,5,2688,3333,35,94,156,11691,326997
200,396,2,2,50,2,5,4886,5714,60,122,156,11691,447158
300,594,3,4,50,2,5,4941,6237,35,87,155,11692,405317
300,594,3,4,50,2,5,8426,10692,60,113,155,11692,539225
400,792,4,6,50,2,5,8944,10875,35,83,143,11693,684768
400,792,4,6,50,2,5,15291,18643,60,109,143,11693,1027001
200,396,2,2,50,2,5,2152,2479,35,86,151,11694,289064
200,396,2,2,50,2,5,3749,4250,60,115,151,11694,386125
300,594,3,4,50,2,5,4625,5390,35,90,152,11695,468278
300,594,3,4,50,2,5,7919,9241,60,114,152,11695,605331
400,792,4,6,50,2,5,5405,6037,35,87,158,11696,536516
400,792,4,6,50,2,5,8711,10349,60,116,158,11696,745659
200,396,2,2,50,2,5,2552,2879,35,103,155,11697,318060
200,396,2,2,50,2,5,4192,4935,60,129,155,11697,395046
300,594,3,4,50,2,5,2868,3356,35,89,167,11698,347476
300,594,3,4,50,2,5,4996,5753,60,121,167,11698,458283
400,792,4,6,50,2,5,5125,6232,35,98,146,11699,431598
400,792,4,6,50,2,5,8584,10684,60,120,146,11699,556935
200,396,2,2,50,2,5,3274,3987,35,85,137,11700,375536
200,396,2,2,50,2,5,5715,6835,60,110,137,11700,530989
300,594,3,4,50,2,5,3146,3878,35,94,150,11701,383282
300,594,3,4,50,2,5,5390,6648,60,121,150,11701,528628
400,792,4,6,50,2,5,7438,9388,35,88,145,11702,582790
400,792,4,6,50,2,5,12885,16094,60,111,145,11702,821974
200,396,2,2,50,2,5,2525,2935,35,89,145,11703,310626
200,396,2,2,50,2,5,4350,5031,60,114,145,11703,400832
300,594,3,4,50,2,5,2363,2783,35,95,148,11704,312851
300,594,3,4,50,2,5,4304,4771,60,119,148,11704,434301
400,792,4,6,50,2,5,5508,6276,35,88,157,11705,481970
400,792,4,6,50,2,5,8796,10759,60,115,157,11705,620979
200,396,2,2,50,2,5,1822,2095,35,76,127,11706,236288
200,396,2,2,50,2,5,3149,3592,60,100,127,11706,303580
300,594,3,4,50,2,5,3335,3636,35,86,163,11707,371691
300,594,3,4,50,2,5,5420,6233,60,116,163,11707,457480
400,792,4,6,50,2,5,4749,5253,35,97,167,11708,490674
400,792,4,6,50,2,5,7746,9005,60,125,167,11708,613521
200,396,2,2,50,2,5,2680,3331,35,103,168,11709,353937
200,396,2,2,50,2,5,4536,5710,60,129,168,11709,441583
300,594,3,4,50,2,5,4732,5767,35,100,158,11710,479756
300,594,3,4,50,2,5,8208,9886,60,122,158,11710,621284
400,792,4,6,50,2,5,6406,7526,35,82,137,11711,435036
400,792,4,6,50,2,5,11024,12901,60,105,137,11711,582810
200,396,2,2,50,2,5,2518,2949,35,84,145,11712,331136
200,396,2,2,50,2,5,4256,5056,60,114,145,11712,460848
300,594,3,4,50,2,5,5858,7608,35,75,144,11713,530533
300,594,3,4,50,2,5,10188,13042,60,103,144,11713,750353
400,792,4,6,50,2,5,5306,6177,35,90,150,11714,492248
400,792,4,6,50,2,5,8785,10589,60,114,150,11714,636092
200,396,2,2,50,2,5,1840,2068,35,71,142,11715,238816
200,396,2,2,50,2,5,3038,3545,60,100,142,11715,301921
300,594,3,4,50,2,5,4486,5099,35,78,144,11716,413134
300,594,3,4,50,2,5,7401,8741,60,104,144,11716,538588
400,792,4,6,50,2,5,5875,6783,35,84,153,11717,586417
400,792,4,6,50,2,5,9753,11629,60,108,153,11717,758049
200,396,2,2,50,2,5,2850,3452,35,88,152,11718,322327
200,396,2,2,50,2,5,4749,5918,60,112,152,11718,418425
300,594,3,4,50,2,5,2591,3101,35,88,149,11719,323864
300,594,3,4,50,2,5,4505,5315,60,114,149,11719,446244
400,792,4,6,50,2,5,3696,4287,35,86,155,11720,370089
400,792,4,6,50,2,5,6169,7349,60,116,155,11720,507293
200,396,2,2,50,2,5,2448,2882,35,93,172,11721,304287
200,396,2,2,50,2,5,4233,4940,60,127,172,11721,395268
300,594,3,4,50,2,5,5962,6993,35,81,152,11722,443962
300,594,3,4,50,2,5,9666,11989,60,110,152,11722,581852
400,792,4,6,50,2,5,5654,6982,35,97,151,11723,474994
400,792,4,6,50,2,5,9682,11969,60,121,151,11723,654663
200,396,2,2,50,2,5,2279,2681,35,80,151,11724,317042
200,396,2,2,50,2,5,3782,4595,60,109,151,11724,387622
300,594,3,4,50,2,5,2481,2811,35,83,154,11725,311298
300,594,3,4,50,2,5,4062,4819,60,112,154,11725,403580
400,792,4,6,50,2,5,6368,7369,35,83,140,11726,507140
400,792,4,6,50,2,5,10711,12632,60,113,140,11726,688635
200,396,2,2,50,2,5,2078,2575,35,83,152,11727,276044
200,396,2,2,50,2,5,3703,4414,60,110,152,11727,352410
300,594,3,4,50,2,5,2660,3051,35,72,138,11728,307582
300,594,3,4,50,2,5,4536,5230,60,99,138,11728,427955
400,792,4,6,50,2,5,7820,9835,35,78,158,11729,556024
400,792,4,6,50,2,5,13818,16861,60,110,158,11729,791380
200,396,2,2,50,2,5,2692,3171,35,89,156,11730,320579
200,396,2,2,50,2,5,4416,5435,60,115,156,11730,418867
300,594,3,4,50,2,5,6560,8054,35,65,144,11731,526445
300,594,3,4,50,2,5,11763,13806,60,95,144,11731,802280
400,792,4,6,50,2,5,4979,5867,35,97,158,11732,512166
400,792,4,6,50,2,5,8865,10058,60,124,158,11732,794419
200,396,2,2,50,2,5,2300,2632,35,85,154,11733,323515
200,396,2,2,50,2,5,3937,4513,60,111,154,11733,424903
300,594,3,4,50,2,5,4834,5692,35,87,159,11734,396772
300,594,3,4,50,2,5,8180,9757,60,115,159,11734,501661
400,792,4,6,50,2,5,4011,4556,35,94,148,11735,378180
400,792,4,6,50,2,5,6850,7810,60,121,148,11735,503252
200,396,2,2,50,2,5,2673,3138,35,83,148,11736,342631
200,396,2,2,50,2,5,4461,5379,60,109,148,11736,431013
300,594,3,4,50,2,5,3958,4769,35,103,160,11737,435564
300,594,3,4,50,2,5,6597,8175,60,124,160,11737,556577
400,792,4,6,50,2,5,6740,8018,35,98,156,11738,575832
400,792,4,6,50,2,5,11445,13745,60,122,156,11738,799705
200,396,2,2,50,2,5,2788,3366,35,104,164,11739,352508
200,396,2,2,50,2,5,4851,5770,60,128,164,11739,466888
300,594,3,4,50,2,5,4045,4662,35,100,163,11740,424921
300,594,3,4,50,2,5,6709,7993,60,125,163,11740,549874
400,792,4,6,50,2,5,6226,6837,35,106,152,11741,561974
400,792,4,6,50,2,5,9858,11721,60,123,152,11741,683062
200,396,2,2,50,2,5,2975,3642,35,82,152,11742,370480
200,396,2,2,50,2,5,5140,6244,60,106,152,11742,492067
300,594,3,4,50,2,5,1722,2091,35,75,144,11743,271801
300,594,3,4,50,2,5,2926,3584,60,100,144,11743,354264
400,792,4,6,50,2,5,7654,9349,35,81,159,11744,591935
400,792,4,6,50,2,5,13349,16027,60,115,159,11744,859790
200,396,2,2,50,2,5,2265,2815,35,77,146,11745,303369
200,396,2,2,50,2,5,4021,4826,60,104,146,11745,391025
300,594,3,4,50,2,5,3215,3916,35,77,132,11746,394603
300,594,3,4,50,2,5,5455,6713,60,100,132,11746,565080
400,792,4,6,50,2,5,6440,7449,35,82,149,11747,648549
400,792,4,6,50,2,5,10643,12770,60,109,149,11747,890206
200,396,2,2,50,2,5,2848,3212,35,74,148,11748,334558
200,396,2,2,50,2,5,4884,5506,60,104,148,11748,505284
300,594,3,4,50,2,5,5096,6355,35,97,151,11749,520770
300,594,3,4,50,2,5,8607,10894,60,122,151,11749,706352
400,792,4,6,50,2,5,4496,5282,35,94,161,11750,435915
400,792,4,6,50,2,5,7446,9055,60,118,161,11750,554991
200,396,2,2,50,2,5,2697,3439,35,94,146,11751,342365
200,396,2,2,50,2,5,4757,5896,60,120,146,11751,465063
300,594,3,4,50,2,5,5239,6762,35,91,144,11752,519996
300,594,3,4,50,2,5,9670,11592,60,111,144,11752,713889
400,792,4,6,50,2,5,4479,5648,35,77,137,11753,464849
400,792,4,6,50,2,5,7617,9682,60,102,137,11753,605829
200,396,2,2,50,2,5,2242,2435,35,86,160,11754,324985
200,396,2,2,50,2,5,3532,4174,60,116,160,11754,386708
300,594,3,4,50,2,5,3467,3922,35,93,153,11755,306466
300,594,3,4,50,2,5,5784,6724,60,123,153,11755,390437
400,792,4,6,50,2,5,6229,7694,35,87,164,11756,455550
400,792,4,6,50,2,5,11074,13190,60,116,164,11756,639756
200,396,2,2,50,2,5,2250,2512,35,87,145,11757,277015
200,396,2,2,50,2,5,3682,4306,60,113,145,11757,350746
300,594,3,4,50,2,5,7496,8820,35,72,140,11758,652797
300,594,3,4,50,2,5,12738,15121,60,100,140,11758,914819
400,792,4,6,50,2,5,5223,6029,35,95,151,11759,444339
400,792,4,6,50,2,5,8808,10335,60,119,151,11759,588300
200,396,2,2,50,2,5,2717,3115,35,90,160,11760,342376
200,396,2,2,50,2,5,4529,5341,60,119,160,11760,438641
300,594,3,4,50,2,5,3082,3572,35,91,140,11761,365428
300,594,3,4,50,2,5,4898,6123,60,112,140,11761,463220
400,792,4,6,50,2,5,8302,10584,35,71,151,11762,692472
400,792,4,6,50,2,5,14940,18145,60,102,151,11762,1081806
200,396,2,2,50,2,5,2279,2541,35,85,138,11763,267483
200,396,2,2,50,2,5,3672,4355,60,109,138,11763,347299
300,594,3,4,50,2,5,5444,6296,35,86,146,11764,470954
300,594,3,4,50,2,5,9108,10793,60,110,146,11764,636512
400,792,4,6,50,2,5,4323,5171,35,86,148,11765,438118
400,792,4,6,50,2,5,7339,8865,60,110,148,11765,575593
200,396,2,2,50,2,5,2800,3297,35,80,140,11766,339022
200,396,2,2,50,2,5,4620,5651,60,106,140,11766,458582
300,594,3,4,50,2,5,3635,4157,35,98,158,11767,411792
300,594,3,4,50,2,5,6089,7126,60,119,158,11767,520095
400,792,4,6,50,2,5,7179,8430,35,89,131,11768,465683
400,792,4,6,50,2,5,11913,14452,60,108,131,11768,680092
200,396,2,2,50,2,5,2801,3397,35,83,147,11769,362408
200,396,2,2,50,2,5,4969,5823,60,108,147,11769,511255
300,594,3,4,50,2,5,4722,5754,35,109,164,11770,456520
300,594,3,4,50,2,5,7992,9863,60,129,164,11770,568514
400,792,4,6,50,2,5,4640,5217,35,104,148,11771,448834
400,792,4,6,50,2,5,7975,8943,60,127,148,11771,615474
200,396,2,2,50,2,5,2921,3464,35,85,148,11772,335890
200,396,2,2,50,2,5,5137,5938,60,110,148,11772,466556
300,594,3,4,50,2,5,4614,5359,35,98,160,11773,471572
300,594,3,4,50,2,5,7830,9187,60,123,160,11773,641726
400,792,4,6,50,2,5,6219,7744,35,77,154,11774,578401
400,792,4,6,50,2,5,10485,13276,60,109,154,11774,763822
200,396,2,2,50,2,5,2515,3031,35,84,155,11775,337979
200,396,2,2,50,2,5,4378,5196,60,115,155,11775,477479
300,594,3,4,50,2,5,4844,5722,35,86,134,11776,499953
300,594,3,4,50,2,5,8251,9809,60,105,134,11776,661000
400,792,4,6,50,2,5,3602,3986,35,87,139,11777,374608
400,792,4,6,50,2,5,5899,6833,60,109,139,11777,459856
200,396,2,2,50,2,5,2846,3397,35,78,141,11778,336806
200,396,2,2,50,2,5,4705,5824,60,102,141,11778,441763
300,594,3,4,50,2,5,2428,2971,35,83,157,11779,328632
300,594,3,4,50,2,5,4272,5093,60,111,157,11779,466863
400,792,4,6,50,2,5,6655,8007,35,81,154,11780,495526
400,792,4,6,50,2,5,11762,13727,60,109,154,11780,720551
200,396,2,2,50,2,5,2974,3598,35,93,163,11781,387052
200,396,2,2,50,2,5,5126,6169,60,124,163,11781,529443
300,594,3,4,50,2,5,6151,7296,35,77,154,11782,532644
300,594,3,4,50,2,5,10358,12508,60,110,154,11782,745327
400,792,4,6,50,2,5,4318,4891,35,103,156,11783,453699
400,792,4,6,50,2,5,6879,8384,60,130,156,11783,553341
200,396,2,2,50,2,5,1887,2077,35,76,142,11784,270752
200,396,2,2,50,2,5,3060,3561,60,105,142,11784,343495
300,594,3,4,50,2,5,4008,4615,35,83,135,11785,413177
300,594,3,4,50,2,5,6762,7911,60,104,135,11785,565058
400,792,4,6,50,2,5,7418,8959,35,89,154,11786,533541
400,792,4,6,50,2,5,12645,15358,60,115,154,11786,755159
200,396,2,2,50,2,5,3205,3978,35,85,139,11787,341736
200,396,2,2,50,2,5,5402,6820,60,108,139,11787,485782
300,594,3,4,50,2,5,5515,6818,35,70,138,11788,535191
300,594,3,4,50,2,5,9386,11687,60,97,138,11788,753109
400,792,4,6,50,2,5,5939,7267,35,76,128,11789,497311
400,792,4,6,50,2,5,10428,12458,60,96,128,11789,709560
200,396,2,2,50,2,5,3334,3863,35,96,146,11790,346212
200,396,2,2,50,2,5,5662,6623,60,117,146,11790,459316
300,594,3,4,50,2,5,4590,5513,35,83,146,11791,519066
300,594,3,4,50,2,5,7642,9451,60,106,146,11791,685350
400,792,4,6,50,2,5,8610,10780,35,88,165,11792,579583
400,792,4,6,50,2,5,15333,18480,60,117,165,11792,866465
200,396,2,2,50,2,5,3191,3499,35,90,147,11793,362955
200,396,2,2,50,2,5,5146,5998,60,113,147,11793,488239
300,594,3,4,50,2,5,3108,3710,35,80,145,11794,360503
300,594,3,4,50,2,5,5155,6361,60,103,145,11794,489055
400,792,4,6,50,2,5,5532,6359,35,78,143,11795,530503
400,792,4,6,50,2,5,9017,10901,60,105,143,11795,725210
200,396,2,2,50,2,5,2823,3417,35,87,143,11796,339157
200,396,2,2,50,2,5,4859,5858,60,110,143,11796,443419
300,594,3,4,50,2,5,3130,3604,35,98,149,11797,328557
300,594,3,4,50,2,5,5470,6178,60,122,149,11797,463921
400,792,4,6,50,2,5,6484,7734,35,82,132,11798,580271
400,792,4,6,50,2,5,11642,13258,60,104,132,11798,846495
200,396,2,2,50,2,5,2810,3533,35,91,152,11799,371421
200,396,2,2,50,2,5,5031,6057,60,118,152,11799,508005
300,594,3,4,50,2,5,7322,8698,35,75,156,11800,612861
300,594,3,4,50,2,5,11999,14910,60,106,156,11800,840164
400,792,4,6,50,2,5,9147,11755,35,83,165,11801,665447
400,792,4,6,50,2,5,15696,20151,60,114,165,11801,1026507
200,396,2,2,50,2,5,2697,3354,35,100,173,11802,349869
200,396,2,2,50,2,5,4676,5750,60,133,173,11802,473112
300,594,3,4,50,2,5,5117,6137,35,92,141,11803,513778
300,594,3,4,50,2,5,8534,10521,60,113,141,11803,701810
400,792,4,6,50,2,5,4761,5512,35,94,155,11804,431426
400,792,4,6,50,2,5,8159,9449,60,121,155,11804,546542
200,396,2,2,50,2,5,2271,2730,35,77,124,11805,258481
200,396,2,2,50,2,5,4135,4681,60,100,124,11805,358668
300,594,3,4,50,2,5,4399,5273,35,83,131,11806,432848
300,594,3,4,50,2,5,7765,9040,60,102,131,11806,630118
400,792,4,6,50,2,5,7979,9620,35,87,156,11807,589126
400,792,4,6,50,2,5,13618,16492,60,113,156,11807,844672
200,396,2,2,50,2,5,3176,3627,35,79,145,11808,358741
200,396,2,2,50,2,5,5235,6218,60,106,145,11808,465131
300,594,3,4,50,2,5,1880,2238,35,75,126,11809,274919
300,594,3,4,50,2,5,3312,3837,60,97,126,11809,366174
400,792,4,6,50,2,5,6095,7531,35,83,164,11810,546069
400,792,4,6,50,2,5,10604,12911,60,116,164,11810,757298
200,396,2,2,50,2,5,2079,2414,35,84,158,11811,267993
200,396,2,2,50,2,5,3624,4138,60,114,158,11811,355629
300,594,3,4,50,2,5,3007,3497,35,93,158,11812,339249
300,594,3,4,50,2,5,4874,5994,60,119,158,11812,427799
400,792,4,6,50,2,5,5935,6923,35,86,155,11813,490555
400,792,4,6,50,2,5,9779,11867,60,110,155,11813,616140
200,396,2,2,50,2,5,2153,2525,35,86,152,11814,290245
200,396,2,2,50,2,5,3786,4329,60,113,152,11814,400747
300,594,3,4,50,2,5,3517,4291,35,95,161,11815,423493
300,594,3,4,50,2,5,5906,7355,60,122,161,11815,582081
400,792,4,6,50,2,5,4901,5760,35,114,155,11816,487489
400,792,4,6,50,2,5,8630,9875,60,132,155,11816,656778
200,396,2,2,50,2,5,4054,4780,35,81,137,11817,435437
200,396,2,2,50,2,5,7074,8195,60,105,137,11817,663249
300,594,3,4,50,2,5,4300,4962,35,77,141,11818,371992
300,594,3,4,50,2,5,7063,8507,60,105,141,11818,462796
400,792,4,6,50,2,5,4637,5302,35,88,140,11819,492643
400,792,4,6,50,2,5,7642,9089,60,112,140,11819,608362
200,396,2,2,50,2,5,2256,2526,35,75,149,11820,337105
200,396,2,2,50,2,5,3634,4330,60,103,149,11820,410112
300,594,3,4,50,2,5,2753,3085,35,70,127,11821,287072
300,594,3,4,50,2,5,4662,5288,60,97,127,11821,416545
400,792,4,6,50,2,5,5643,6487,35,99,143,11822,506724
400,792,4,6,50,2,5,9443,11120,60,118,143,11822,680450
200,396,2,2,50,2,5,2314,2723,35,96,169,11823,302061
200,396,2,2,50,2,5,3932,4669,60,128,169,11823,391839
300,594,3,4,50,2,5,4325,5095,35,90,149,11824,445900
300,594,3,4,50,2,5,7313,8735,60,115,149,11824,598396
400,792,4,6,50,2,5,6588,7857,35,81,137,11825,506305
400,792,4,6,50,2,5,11059,13469,60,103,137,11825,723062
200,396,2,2,50,2,5,2217,2655,35,79,137,11826,311305
200,396,2,2,50,2,5,3851,4552,60,106,137,11826,408379
300,594,3,4,50,2,5,3792,4563,35,84,153,11827,410877
300,594,3,4,50,2,5,6497,7822,60,112,153,11827,535997
400,792,4,6,50,2,5,6592,7599,35,90,159,11828,581648
400,792,4,6,50,2,5,10434,13027,60,114,159,11828,753062
200,396,2,2,50,2,5,3245,3806,35,95,154,11829,387885
200,396,2,2,50,2,5,5594,6524,60,123,154,11829,519224
300,594,3,4,50,2,5,3136,3623,35,81,140,11830,363856
300,594,3,4,50,2,5,5107,6211,60,103,140,11830,445880
400,792,4,6,50,2,5,5500,6480,35,105,164,11831,578842
400,792,4,6,50,2,5,9280,11109,60,129,164,11831,773418
200,396,2,2,50,2,5,3029,3590,35,99,152,11832,354634
200,396,2,2,50,2,5,5059,6154,60,125,152,11832,442870
300,594,3,4,50,2,5,3434,3977,35,93,151,11833,359975
300,594,3,4,50,2,5,5831,6818,60,117,151,11833,487375
400,792,4,6,50,2,5,5133,5900,35,75,127,11834,456589
400,792,4,6,50,2,5,8821,10115,60,97,127,11834,626608
200,396,2,2,50,2,5,2476,3144,35,77,149,11835,337845
200,396,2,2,50,2,5,4434,5389,60,110,149,11835,490920
300,594,3,4,50,2,5,4766,5631,35,71,154,11836,376014
300,594,3,4,50,2,5,8354,9653,60,103,154,11836,533862
400,792,4,6,50,2,5,6750,7971,35,75,145,11837,474555
400,792,4,6,50,2,5,11265,13664,60,100,145,11837,639878
200,396,2,2,50,2,5,2063,2442,35,93,153,11838,268685
200,396,2,2,50,2,5,3563,4186,60,123,153,11838,332891
300,594,3,4,50,2,5,3064,3733,35,91,150,11839,351080
300,594,3,4,50,2,5,5123,6400,60,118,150,11839,476304
400,792,4,6,50,2,5,7152,8334,35,83,149,11840,574027
400,792,4,6,50,2,5,11863,14286,60,111,149,11840,793402
200,396,2,2,50,2,5,2910,3779,35,76,140,11841,313436
200,396,2,2,50,2,5,5200,6478,60,100,140,11841,468727
300,594,3,4,50,2,5,3735,4641,35,104,161,11842,420374
300,594,3,4,50,2,5,6154,7957,60,126,161,11842,545372
400,792,4,6,50,2,5,6155,7267,35,94,150,11843,521233
400,792,4,6,50,2,5,10371,12457,60,115,150,11843,719792
200,396,2,2,50,2,5,2394,2930,35,88,162,11844,322867
200,396,2,2,50,2,5,4322,5022,60,116,162,11844,455402
300,594,3,4,50,2,5,3234,3505,35,77,150,11845,398884
300,594,3,4,50,2,5,5121,6008,60,104,150,11845,541901
400,792,4,6,50,2,5,8784,9874,35,96,159,11846,711349
400,792,4,6,50,2,5,14557,16927,60,122,159,11846,1005546
200,396,2,2,50,2,5,2303,2753,35,91,156,11847,304261
200,396,2,2,50,2,5,3904,4720,60,119,156,11847,411217
300,594,3,4,50,2,5,2502,2981,35,85,159,11848,309942
300,594,3,4,50,2,5,4372,5111,60,114,159,11848,419314
400,792,4,6,50,2,5,6006,6893,35,77,134,11849,506298
400,792,4,6,50,2,5,9627,11817,60,98,134,11849,658312
200,396,2,2,50,2,5,2807,3303,35,89,136,11850,324142
200,396,2,2,50,2,5,5075,5662,60,116,136,11850,500492
300,594,3,4,50,2,5,3675,4521,35,94,143,11851,402125
300,594,3,4,50,2,5,6292,7750,60,114,143,11851,502584
400,792,4,6,50,2,5,5765,6972,35,82,153,11852,436612
400,792,4,6,50,2,5,10112,11953,60,109,153,11852,601877
200,396,2,2,50,2,5,2724,3259,35,87,140,11853,311096
200,396,2,2,50,2,5,4714,5587,60,112,140,11853,447185
300,594,3,4,50,2,5,4621,5434,35,97,157,11854,381128
300,594,3,4,50,2,5,7786,9315,60,125,157,11854,483649
400,792,4,6,50,2,5,8759,10520,35,93,151,11855,579778
400,792,4,6,50,2,5,14704,18034,60,117,151,11855,803986
200,396,2,2,50,2,5,3214,3773,35,107,164,11856,365212
200,396,2,2,50,2,5,5246,6467,60,133,164,11856,469695
300,594,3,4,50,2,5,4370,4772,35,99,150,11857,399764
300,594,3,4,50,2,5,6843,8180,60,120,150,11857,500978
400,792,4,6,50,2,5,6536,8070,35,86,152,11858,538095
400,792,4,6,50,2,5,11341,13834,60,116,152,11858,721239
200,396,2,2,50,2,5,2062,2452,35,85,144,11859,275535
200,396,2,2,50,2,5,3647,4204,60,110,144,11859,375881
300,594,3,4,50,2,5,4689,5941,35,86,150,11860,449851
300,594,3,4,50,2,5,8058,10184,60,112,150,11860,608108
400,792,4,6,50,2,5,6525,7840,35,82,156,11861,471618
