Memo1 time,Memo1A1 time
2.4011,2.2113
2.7152000000000003,2.3372
1.4207,1.0714000000000001
2.2178000000000004,1.7752000000000001
2.8095000000000003,2.0191000000000003
1.1173000000000002,1.0427000000000002
2.2285,1.7495000000000003
2.6099,2.0305
1.3281,1.3471000000000002
2.0718,1.745
4.5837,3.1377
1.5410000000000001,1.1776
2.0868,1.7389000000000001
2.8477,2.0385
1.1769,1.0561
1.9822,1.7049
2.8754,2.0255
1.093,1.0664
2.3511,1.778
2.9941,2.0478
1.1133,1.0963
2.0167,1.8408
2.7246,2.0245
0.9757,1.0228000000000002
1.9965,1.6769
2.6766000000000005,2.0475000000000003
1.2395,1.0993000000000002
2.0395,1.7171
2.7628000000000004,2.0924000000000005
1.0596,1.0876
2.0895,1.7670000000000001
2.581,2.0111
1.0751000000000002,1.0432
2.0778000000000003,1.7229
2.7254,1.9764000000000002
1.0615,1.0693
2.06,1.7228
2.8794000000000004,2.0628
1.1623,1.1428
2.3948000000000005,1.7677
2.8732,2.1343
1.0529000000000002,1.0663
2.2917,1.727
2.807,1.9739000000000002
0.9338000000000001,1.0557
2.4502,1.7930000000000001
2.9358,2.096
1.1315000000000002,1.0803
2.1429,1.7379000000000002
3.0276,2.114
1.1559000000000001,1.1078000000000001
2.3897000000000004,1.7715
2.6321,1.9546
0.9321,1.0459
2.1902000000000004,1.8055
2.8604000000000003,2.1054000000000004
0.8955000000000001,1.0683
2.0694000000000004,1.7324
2.7336,2.0221
1.1235000000000002,1.0645000000000002
2.0305,1.7529000000000001
2.7173000000000003,2.1075
1.2524000000000002,1.1245
2.0715,1.8112
2.5913000000000004,2.04
1.1274,1.0706000000000002
2.1194,2.9868000000000006
2.8665000000000003,2.0170000000000003
1.2180000000000002,1.1274
1.9389,1.6946
2.4836000000000005,1.9726000000000001
1.1313,1.0665000000000002
2.0512,1.7447000000000001
2.4902,2.0233
1.1035000000000001,1.0539
2.6961000000000004,2.5524000000000004
2.7176,1.9941
1.2143,1.0939
2.1623,1.7422000000000002
2.8281,2.0049
1.1221,1.1221
2.1575,1.7045000000000001
3.0052,2.0857
1.0722,1.0688
2.169,1.7405000000000002
2.7555,2.0346
1.696,1.0672000000000001
2.3302,1.7943000000000002
2.9372000000000003,2.0941
1.1264,1.0935000000000001
2.181,1.6840000000000002
3.2,2.2932
1.1937,1.1131000000000002
2.5010000000000003,1.7883
2.9873,2.1287000000000003
1.2619,1.1102
2.2083000000000004,1.7479000000000002
2.6234,1.9683000000000002
1.1852,1.1157000000000001
2.3830999999999998,1.7379000000000002
2.6266000000000003,1.974
1.0953,1.1956
2.4728000000000003,1.946
2.7153000000000005,2.0201
1.0957000000000001,1.0594000000000001
2.1415,1.7375
2.6326,2.0023000000000004
1.0284,1.0574
2.1668,1.7649
2.6158,1.9962
1.0386,1.1116000000000001
2.2891,1.7742
2.6513,2.055
1.1574,1.1394
2.2408,1.7259
3.9129000000000005,2.9596
1.0648,1.0681
2.3201000000000005,1.7834
2.7956,2.0618
1.188,1.1015000000000001
2.2986,1.7669000000000001
2.7604,2.0604
1.1291,1.0988
2.9537,1.965
3.4928000000000003,2.0741
1.0412000000000001,1.0461
2.5954,1.7834
2.7384000000000004,2.0452
1.0710000000000002,1.0859
2.0380000000000003,1.6958000000000002
2.4909000000000003,1.9880000000000002
1.2151,1.1155000000000002
2.0899,1.7162000000000002
2.9057000000000004,2.0153000000000003
1.1556000000000002,1.0599
2.1042,1.8624
2.7723,2.0404
1.1019,1.0833000000000002
2.5749000000000004,1.8242000000000003
2.5841000000000003,1.9637
1.0828,1.0509
2.0005,1.6883
2.65,2.0180000000000002
1.09,1.0854000000000001
2.0787,1.7523
2.722,1.9963000000000004
1.2312,1.1251
2.2277,2.284
3.0438,2.1196
1.0473999999999999,1.0587000000000002
2.257,1.7198
2.5754,2.0009
1.1712,1.1222
2.1211,1.6839000000000002
2.8754,2.0911000000000004
1.1134000000000002,1.0673
2.1816,1.7097000000000002
2.7847000000000004,2.0458
0.9893000000000001,1.0250000000000001
2.2786,1.7518000000000002
3.68,2.1048
1.0802,1.0835000000000001
2.2171,1.7105000000000001
2.49,2.0721000000000003
1.2224,1.0843
2.4604000000000004,1.8372000000000002
2.9834,2.0770000000000004
1.1845,1.0687000000000002
2.1787,1.7215000000000003
2.7448000000000006,2.3236000000000003
1.1505,1.1241
2.2731000000000003,1.7812000000000001
3.4381000000000004,2.0813
0.9912,1.0455
2.0540000000000003,1.7544000000000002
2.529,1.9899000000000002
1.1269,1.0548
2.0079,1.6825
2.7577000000000003,3.7538000000000005
1.299,1.0978999999999999
2.3996,1.8296000000000001
2.7179,2.0995000000000004
1.0404000000000002,1.0610000000000002
2.2589,1.7929
3.8868,2.2337000000000002
1.1442,1.0778
2.3875,1.7657
2.8041000000000005,2.0538000000000003
1.2212,1.1289000000000002
2.0234,1.7086
2.7279999999999998,2.0010000000000003
1.1788,1.0967000000000002
2.3051,1.825
2.6517000000000004,2.009
1.5408000000000002,1.12
2.1887,1.7162000000000002
3.1728000000000005,1.9746
1.1077000000000001,1.1016000000000001
1.9837000000000002,1.6707
2.7141,2.1638
1.0672000000000001,1.084
2.0715,1.6908
2.5751000000000004,2.3510000000000004
1.1247,1.0975000000000001
2.1581,1.818
2.7241,2.0745
1.0864000000000003,1.0925000000000002
2.1822,1.7492
2.8522,2.0789000000000004
1.2528000000000001,1.1393
2.249,1.7625000000000002
2.4564,1.9462000000000002
1.1437000000000002,1.1286
2.475,1.7831000000000001
2.8195000000000006,2.068
1.183,1.1051000000000002
2.1872000000000003,1.8116
2.7824,2.2405000000000004
1.1798000000000002,1.0921
3.7675000000000005,2.6509000000000005
2.6771,2.0255
1.0278,1.049
2.1331,1.7456
3.1128,2.1207000000000003
1.2214,1.0978
2.1916,1.7383000000000002
3.2266,2.1281
1.0944,1.0518
2.1876,1.7259
2.8469,2.9858000000000002
0.9724000000000002,1.0356
2.0538000000000003,1.7263000000000002
2.3902,1.9906
1.0811,1.0856000000000001
2.3297,1.8242000000000003
2.8089,2.0513000000000003
1.2299000000000002,1.0978
2.2536,1.7575
2.5368,2.3236000000000003
1.0867000000000002,1.1153
2.0019,1.8225
2.8592,2.9048000000000003
1.2137,1.1186
2.7178000000000004,1.8455000000000001
2.6093,2.0679000000000003
1.1185,1.1282
2.3243,1.8006
2.8754,2.1298000000000004
1.2546,1.1542
2.2231,1.703
2.6035000000000004,2.0624000000000002
1.1636000000000002,1.0382
2.0492000000000004,1.7193000000000003
2.9669000000000003,2.1048
1.1108,1.1839000000000002
2.3326000000000002,1.8041
2.6933000000000002,2.0234
1.1197000000000001,1.0795000000000001
2.1422,1.8864
2.912,2.0866000000000002
1.1971,1.0992
2.2622000000000004,1.7830000000000001
2.9013000000000004,2.0597000000000003
1.1043,1.0815
2.1211,1.7832000000000001
2.6493,1.9893000000000003
1.2024000000000001,1.1245
2.9015,1.8017
2.5984000000000003,1.9925
1.0031,1.059
2.1595,1.7745
2.9401,2.0899
1.1716,1.0642000000000003
1.9583000000000002,1.7243
2.6666000000000003,2.0232
1.2514,1.1169
2.127,1.7283000000000002
3.1505,2.1458000000000004
0.8178000000000001,1.0236
2.2801,1.7379000000000002
2.9516,2.0912
1.2076,1.075
2.2362,1.7825
2.8534,2.0381
1.2039000000000002,1.076
2.4004,1.7604
3.0276,2.0683
1.2007,1.1318000000000001
2.5682,1.7692
2.8783000000000003,2.4182
1.0151999999999999,1.052
2.3454,1.7455
2.6234,2.0059
1.3601,1.0814000000000001
2.2292,1.7853
2.6555000000000004,2.1403
1.3289,1.1101
2.0618,1.7559
3.1221,2.3167
1.1428,1.1035000000000001
2.2141,1.8322000000000003
2.8150000000000004,2.0271
1.205,1.1164
2.3357,1.7661
2.5451,1.9782000000000002
1.133,1.0970000000000002
1.8899000000000001,1.6796
2.5613,1.9720000000000002
1.0856000000000001,1.066
2.2062000000000004,2.6701
2.5326000000000004,1.9748
1.0806000000000002,1.0821
2.4002000000000003,1.8090000000000002
2.9222,2.1512000000000002
1.1328,1.0574
2.3106000000000004,1.7903
3.4834,2.0888
1.2034,1.1574
1.9816,1.6718000000000002
2.8499000000000003,2.075
1.0651,1.0729000000000002
1.9932,2.5326000000000004
3.5112000000000005,3.1416
0.9449000000000001,1.0457
2.1508,1.7632
2.7633,2.0836
1.1766,1.0925000000000002
2.2381,1.7267000000000001
2.6988000000000003,2.0214
1.0815,1.0894000000000001
1.8972000000000002,1.6893
3.5359000000000003,2.1985
1.3558000000000001,1.1366
1.9891,1.6820000000000002
2.7943,2.1229
1.09,1.0624
2.1893,1.7238000000000002
2.8816,2.0728999999999997
1.1651,1.0776000000000001
2.3278000000000003,1.789
2.516,1.9934000000000003
1.1612,1.0937
2.1290000000000004,1.8327
2.5389000000000004,2.0026
1.2315000000000003,1.1181
1.9949,1.7207000000000001
3.0296000000000003,2.0352
1.1759000000000002,1.0919
2.2662000000000004,1.7053
2.6096,2.0429000000000004
1.1136,1.1375
2.2423,1.7916
2.3804,2.0123
1.0404000000000002,1.0523000000000002
2.3613000000000004,1.7509000000000001
2.8273,2.4247
1.0637,1.0667
2.1966,1.7892000000000001
2.9863000000000004,2.8599
1.0907,1.1090000000000002
2.0071,1.6771000000000003
2.7029,2.0167
1.0913000000000002,1.1124
2.0877,2.7817000000000003
2.8735000000000004,2.1453
1.2682000000000002,1.103
2.1449,1.696
2.7647,2.2152000000000003
1.183,1.0431000000000001
2.0166000000000004,1.8207000000000002
2.6088,2.0017
1.1188,1.0595
2.2459000000000002,1.7324
2.697,2.0229000000000004
1.1411000000000002,1.1242
2.132,1.7729000000000001
3.0294000000000003,2.1050999999999997
1.1591000000000002,1.1581
2.273,1.8135000000000001
3.0593,2.1065000000000005
1.1209,1.0597
2.1325000000000003,1.6661
3.7666,2.0569
1.1314,1.0744
2.3254,1.7819
2.9278000000000004,2.1081000000000003
1.0015,1.0586
2.1738,1.7828000000000002
2.9532,2.1541
1.0521,1.0572000000000001
2.1396,1.7451
2.4871000000000003,1.9607
1.17,1.0604
2.4939000000000004,1.7352
2.7001,2.0458
1.1651,1.0847
2.1493,1.713
2.4454000000000002,2.0002
1.2598000000000003,1.1035000000000001
2.2619000000000002,1.8081000000000003
2.4704,2.0046
1.2005000000000001,1.106
2.1849,1.7723
2.3811999999999998,2.0454000000000003
1.155,1.1679000000000002
2.161,1.7454
2.8201000000000005,2.1925
1.1552,1.083
2.6306000000000003,1.8760000000000001
2.5779,2.1206000000000005
1.2712,1.127
2.2551000000000005,1.7422000000000002
3.5925000000000002,1.9983000000000002
1.0334,1.0563
2.4718999999999998,1.7996
2.5653,2.0072
1.1022,1.0566
2.3952999999999998,1.7815
2.8174,2.0361000000000002
0.9471,1.0487
2.3516,1.8112
3.1138000000000003,2.2842000000000002
1.1184,1.1244
2.1254,1.6696
2.6109,2.0353000000000003
1.1405,1.0841
2.3249,1.7763000000000002
2.7098,2.1685000000000003
1.1236,1.1141
2.2565000000000004,2.7694
2.6269,2.0053
1.0944,1.0790000000000002
3.2030000000000003,1.6971
2.6887,1.9863000000000004
1.2537000000000003,1.1217
2.4177,1.7644000000000002
2.5901,2.0278
0.9732000000000001,1.0724
2.1923000000000004,1.7385
2.6927000000000003,2.0383000000000004
0.9914000000000002,1.057
2.1534,1.8358
2.9183,2.1001000000000003
1.1692,1.0966
2.3653000000000004,1.8391000000000002
2.8694,2.076
1.1740000000000002,1.1041
2.1703,1.8962
2.6710000000000003,2.0663
1.1882000000000001,1.0659
2.3171000000000004,1.7314
2.9826,2.0704000000000002
1.178,1.0976
2.0734,1.7158000000000002
2.4765,1.9403000000000001
1.1922,1.1072
2.1346,1.822
2.7104,2.0418000000000003
1.0518,1.064
2.2032000000000003,1.7613
2.8824,2.068
1.2853,1.1259
1.9133000000000002,1.7386000000000001
2.8102,1.9853
1.155,1.1466
1.9928000000000003,1.6916000000000002
2.3489999999999998,2.0109
1.2510000000000001,1.1005
2.2056000000000004,1.7354
2.8372,2.0936000000000003
1.1755000000000002,1.0876
2.1636,1.6769
2.4714000000000005,1.9981
1.1668000000000003,1.0897000000000001
2.1248,1.7661
3.0804,2.2529
1.2306000000000001,1.0802
2.0892000000000004,1.7413
2.7309,2.0563000000000002
1.2072,1.1639000000000002
2.4163,1.8290000000000002
2.9211000000000005,2.1013
1.1515000000000002,1.0821
2.1224,1.727
2.8493000000000004,2.0342000000000002
1.1506,1.1102
2.0432,1.7306000000000001
2.7966,2.0746
1.1803,1.1007
2.091,2.0308
2.841,2.0422000000000002
1.0717,1.0544
2.4109000000000003,1.8086
2.5715,1.9502
1.0482,1.059
2.2408,1.7582000000000002
2.8134,2.1357
1.1150000000000002,1.1061
2.2742,1.7934
2.7115000000000005,2.0733
1.2203000000000002,1.1784000000000001
2.2712000000000003,1.745
3.3426000000000005,2.1729000000000003
1.1491000000000002,1.0809000000000002
2.2985,1.8207000000000002
2.9477,2.0699
1.1128000000000002,1.0803
2.6389,1.7426000000000001
2.8810000000000002,2.1116
1.2147,1.1164
2.225,1.7669000000000001
2.8674,2.0341
1.1558,1.0695000000000001
2.1618000000000004,1.7063
2.7702,2.0399000000000003
1.0036,1.0669
2.2098,1.7697
2.7871,2.0267000000000004
1.2489000000000001,1.1157000000000001
1.9073,1.6641000000000001
2.7584000000000004,2.2532000000000005
1.2038000000000002,1.4194000000000002
2.3078,1.77
3.1073000000000004,2.1307
1.1609,1.0954000000000002
2.2461,1.8673000000000002
2.6032,2.1026000000000002
1.1377000000000002,1.0827
3.6745,2.7015000000000002
3.0085,2.0981000000000005
1.1084,1.1145
2.1789,1.7348000000000001
2.7512,2.1112
1.1803,1.1867
2.2512,1.9391
2.9007,2.0740000000000003
