nearest neighbour time,nearest neighbour length,lin-kernighan time,lin-kernighan length,brute force time,brute force length,branch & bound time,branch & bound length,dynamic programming time,dynamic programming length
0.009300000000000001,145.6,0.06888000000000001,145.6,0.014120000000000002,144.6,0.11524,144.6,0.01788,144.6
0.00626,169.4,0.08288000000000001,169.4,0.01788,167.6,0.27630000000000005,167.6,0.030759999999999996,167.6
0.00764,221.4,0.3950000000000001,220.2,0.07790000000000001,219.0,0.85902,219.0,0.20058000000000004,219.0
0.00916,231.0,0.2233,229.8,0.31272,228.6,3.5329800000000002,228.6,0.2219,228.6
0.010420000000000002,259.4,0.22932,257.8,1.57044,242.0,9.55728,242.0,0.67596,242.0
0.01032,259.0,0.21632,258.6,3.9421000000000004,232.4,21.039500000000004,232.4,1.5722200000000002,232.4
0.010740000000000001,283.8,0.20418000000000003,283.4,11.24668,234.6,46.85002000000001,234.6,3.52116,234.6
0.011,279.0,0.21280000000000002,278.6,20.953180000000003,230.0,82.05896,230.0,6.617000000000001,230.0
0.0125,305.0,0.20292000000000002,304.6,45.39414000000001,252.0,168.65892,252.0,14.715260000000002,252.0
0.012540000000000003,305.0,0.20086000000000004,304.6,74.0086,247.2,229.4164,247.2,23.15048,247.2
0.013819999999999999,338.4,0.20124000000000003,338.0,140.8134,270.0,490.97472,270.0,42.97476,270.0
0.013600000000000001,338.4,0.21408000000000002,338.0,187.65238,266.8,698.6071400000001,266.8,63.541180000000004,266.8
0.0142,361.4,0.203,361.0,346.56378,289.4,1103.07762,289.4,105.85678000000001,289.4
0.01452,361.4,0.20128,361.0,489.14354000000003,289.0,1408.11852,289.0,148.61528,289.0
0.01528,385.6,0.19372,385.2,759.37926,311.4,2142.8995200000004,311.4,234.25456000000003,311.4
0.01682,385.6,0.19766000000000003,385.2,1005.0087199999999,306.6,2190.4004200000004,306.6,311.39722,306.6
0.01692,408.4,0.17602,408.4,1464.57004,330.0,3239.8398400000005,330.0,450.26315999999997,330.0
0.0172,408.4,0.17698000000000003,408.4,1895.8510400000002,330.0,3715.6467400000006,330.0,588.6534,330.0
0.0173,442.4,0.19750000000000004,442.0,,,,,882.2315,357.8
0.01896,442.4,0.19808,442.0,,,,,1210.71162,356.6
0.01866,470.6,0.2184,470.2,,,,,1666.5742,385.8
0.01864,470.6,0.19878,470.2,,,,,,
0.01908,506.4,0.19628,506.0,,,,,,
0.026020000000000005,506.4,0.19832000000000002,506.0,,,,,,
0.02012,538.4,0.19962000000000002,538.0,,,,,,
0.02018,538.4,0.19920000000000002,538.0,,,,,,
0.020940000000000004,568.0,0.19721999999999998,568.0,,,,,,
0.02156,568.0,0.196,568.0,,,,,,
0.022300000000000004,595.2,0.1983,595.2,,,,,,
0.024,595.2,0.19986,595.2,,,,,,
0.02432,625.4,0.19184000000000004,625.0,,,,,,
0.02434,625.4,0.18958,625.0,,,,,,
0.02548,648.6,0.19058,648.2,,,,,,
0.02656,648.6,0.19240000000000002,648.2,,,,,,
0.03154,676.0,0.19476000000000002,675.6,,,,,,
0.028700000000000003,676.0,0.19582000000000002,675.6,,,,,,
0.029740000000000003,696.4,0.19246000000000002,696.0,,,,,,
0.03438,696.4,0.19456,696.0,,,,,,
0.03392,725.4,0.19284,725.0,,,,,,
0.04062,725.4,0.19346000000000002,725.0,,,,,,
0.038520000000000006,758.6,0.19408,758.2,,,,,,
0.03534,758.6,0.19438000000000002,758.2,,,,,,
0.035140000000000005,786.2,0.42516000000000004,785.8,,,,,,
0.034480000000000004,786.2,0.19198,785.8,,,,,,
0.03404000000000001,813.2,0.19140000000000001,812.8,,,,,,
0.0345,813.2,0.19238,812.8,,,,,,
0.03624000000000001,834.8,0.19434,834.4,,,,,,
0.04098,834.8,0.19268000000000005,834.4,,,,,,
0.042780000000000006,865.0,0.19294,864.6,,,,,,
0.040040000000000006,865.0,0.19010000000000002,864.6,,,,,,
0.04392000000000001,898.6,0.19034000000000004,898.2,,,,,,
0.040900000000000006,898.6,0.19352000000000003,898.2,,,,,,
