ember_rescue;ember_rescue->clear_branch;ember_rescue->clear_branch->clear_junction_path;ember_rescue->clear_branch->clear_junction_path->clear_junction_path;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->clear_junction_path;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->clear_junction_path->clear_junction_path;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->clear_junction_path->clear_junction_path->clear_branch;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->clear_junction_path->clear_junction_path->clear_junction_path;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->clear_junction_path->clear_junction_path->get_other_junction;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->clear_junction_path->get_other_junction;ember_rescue->clear_branch->clear_junction_path->clear_junction_path->get_other_junction;ember_rescue->clear_branch->clear_junction_path->get_other_junction;ember_rescue->dijkstra;ember_rescue->flatten_graph;ember_rescue->get_path_length;ember_rescue->get_reduced_supplies;ember_rescue->get_reduced_supplies->get_path_length;ember_rescue->get_reduced_supplies->get_weight_cost;ember_rescue->get_reduced_supplies->knapsack;ember_rescue->get_supplies_to_collect;ember_rescue->get_supply_wing_paths;ember_rescue->get_supply_wing_paths->get_other_junction;ember_rescue->get_which_wing;ember_rescue->reconstruct_path
30252;800;1500;1500;1500;1648;2283558;38186535;3086;3086;3086;3086;988988;478001;147844;50500;2539294;35076;393609833;30300;1573626;148860;700;3857340
