nearest neighbour time,nearest neighbour length,lin-kernighan time,lin-kernighan length,brute force time,brute force length,branch & bound time,branch & bound length,dynamic programming time,dynamic programming length
0.003525,120.08,0.053763000000000005,119.22,0.007751000000000001,118.92,0.09714099999999999,118.83,0.010849,118.92
0.004665,135.96,0.082126,134.64,0.01537,134.03,0.258625,133.94,0.023549,134.03
0.006011000000000001,192.95,0.161063,191.67,0.077986,189.52,1.271362,189.52,0.08730400000000002,189.52
0.007549000000000001,204.53,0.20952500000000002,203.67,0.282405,199.3,4.108557,199.3,0.198993,199.3
0.009379000000000002,266.55,0.325045,263.37,2.279083,257.2,20.910135000000004,257.2,0.719844,257.18
0.011392000000000003,281.33,0.414968,277.33,11.443710000000001,268.78,69.485244,268.78,1.630314,268.78
0.018095000000000003,342.54,0.5538040000000001,338.32,125.42149400000002,324.72,284.95184900000004,324.69,5.458714,324.72
0.016989000000000004,361.8,0.712515,354.42,804.972267,336.28,783.8760980000001,336.27,13.174775000000002,336.28
0.01967,423.27,1.008942,416.97,,,,,42.40416300000001,387.27
0.021078,438.83,1.220072,429.05,,,,,85.23303500000002,398.85
0.025179,512.04,1.551525,504.42,,,,,268.597694,460.28
0.028555,532.97,2.0114800000000006,521.11,,,,,,
0.03202,604.53,2.6011670000000002,587.79,,,,,,
0.033759,619.95,3.1997459999999998,604.29,,,,,,
0.039297000000000006,698.06,4.1793309999999995,680.7,,,,,,
0.043696000000000006,719.25,4.760978,699.73,,,,,,
0.0472,796.85,5.988775000000001,777.85,,,,,,
0.050055,816.08,6.689049,800.48,,,,,,
0.056879,896.48,7.946150000000001,875.74,,,,,,
0.059083000000000004,914.48,8.798314,885.16,,,,,,
0.06201400000000001,998.09,10.770076999999999,966.73,,,,,,
0.066552,1020.05,11.927767000000001,987.41,,,,,,
0.07631700000000001,1103.02,14.520270000000002,1071.16,,,,,,
0.072844,1122.74,15.137806,1079.82,,,,,,
0.078742,1216.99,18.531617999999998,1183.65,,,,,,
0.08205,1241.23,20.153657000000003,1210.29,,,,,,
0.09138500000000001,1342.01,24.125365000000002,1293.25,,,,,,
0.09154000000000001,1356.69,26.036547000000002,1316.55,,,,,,
0.096871,1450.39,30.564276,1398.53,,,,,,
0.100729,1467.1,34.589458,1409.08,,,,,,
0.110165,1568.96,40.486037,1519.7,,,,,,
0.11840800000000001,1591.22,42.791223,1544.82,,,,,,
0.12162900000000001,1692.11,49.136691,1639.35,,,,,,
0.12870600000000001,1707.57,52.085989,1646.19,,,,,,
0.133356,1808.33,60.858045,1749.41,,,,,,
0.137352,1820.28,61.139154000000005,1771.02,,,,,,
0.146048,1923.2,70.96623900000002,1856.32,,,,,,
0.14891400000000002,1938.58,73.48417700000002,1878.72,,,,,,
